  VALUE1   VALUE2
1235.570 1235.570
1211.930 1211.930
1188.280 1188.280
1152.810 1152.810
1117.330 1117.330
1176.450 1176.450
1129.160 1129.160
1105.510 1105.510
1034.570 1034.570
1022.750 1022.750
1176.450 1176.450
1631.670 1631.670
1631.670 1631.670
1631.670 1631.670
1619.840 1619.840
1619.840 1619.840
1619.840 1619.840
1608.020 1608.020
1608.020 1608.020
1608.020 1608.020
1596.190 1596.190
1596.190 1596.190
1596.190 1596.190
1584.370 1584.370
1584.370 1584.370
1584.370 1584.370
1572.550 1572.550
1572.550 1572.550
1572.550 1572.550
1560.720 1560.720
1560.720 1560.720
1560.720 1560.720
1548.900 1548.900
1548.900 1548.900
1548.900 1548.900
1537.080 1537.080
1537.080 1537.080
1537.080 1537.080
1525.250 1525.250
1525.250 1525.250
1525.250 1525.250
1513.430 1513.430
1513.430 1513.430
1513.430 1513.430
1501.600 1501.600
1501.600 1501.600
1501.600 1501.600
1489.780 1489.780
1489.780 1489.780
1489.780 1489.780
1625.750 1625.750
1625.750 1625.750
1613.930 1613.930
1613.930 1613.930
1602.110 1602.110
1602.110 1602.110
1590.280 1590.280
1590.280 1590.280
1578.460 1578.460
1578.460 1578.460
1566.640 1566.640
1566.640 1566.640
1554.810 1554.810
1554.810 1554.810
1542.990 1542.990
1542.990 1542.990
1531.160 1531.160
1531.160 1531.160
1519.340 1519.340
1519.340 1519.340
1507.520 1507.520
1507.520 1507.520
1495.690 1495.690
1495.690 1495.690
1625.750 1625.750
1625.750 1625.750
1625.750 1625.750
1613.930 1613.930
1613.930 1613.930
1613.930 1613.930
1602.110 1602.110
1602.110 1602.110
1602.110 1602.110
1590.280 1590.280
1590.280 1590.280
1590.280 1590.280
1578.460 1578.460
1578.460 1578.460
1578.460 1578.460
1566.640 1566.640
1566.640 1566.640
1566.640 1566.640
1554.810 1554.810
1554.810 1554.810
1554.810 1554.810
1542.990 1542.990
1542.990 1542.990
1542.990 1542.990
1531.160 1531.160
1531.160 1531.160
1531.160 1531.160
1519.340 1519.340
1519.340 1519.340
1519.340 1519.340
1507.520 1507.520
1507.520 1507.520
1507.520 1507.520
1495.690 1495.690
1495.690 1495.690
1495.690 1495.690
1631.670 1631.670
1631.670 1631.670
1619.840 1619.840
1619.840 1619.840
1608.020 1608.020
1608.020 1608.020
1596.190 1596.190
1596.190 1596.190
1584.370 1584.370
1584.370 1584.370
1572.550 1572.550
1572.550 1572.550
1560.720 1560.720
1560.720 1560.720
1548.900 1548.900
1548.900 1548.900
1537.080 1537.080
1537.080 1537.080
1525.250 1525.250
1525.250 1525.250
1513.430 1513.430
1513.430 1513.430
1501.600 1501.600
1501.600 1501.600
1489.780 1489.780
1489.780 1489.780
1628.710 1628.710
1628.710 1628.710
1616.890 1616.890
1616.890 1616.890
1605.060 1605.060
1605.060 1605.060
1593.240 1593.240
1593.240 1593.240
1581.410 1581.410
1581.410 1581.410
1569.590 1569.590
1569.590 1569.590
1557.770 1557.770
1557.770 1557.770
1545.940 1545.940
1545.940 1545.940
1534.120 1534.120
1534.120 1534.120
1522.300 1522.300
1522.300 1522.300
1510.470 1510.470
1510.470 1510.470
1498.650 1498.650
1498.650 1498.650
1622.800 1622.800
1622.800 1622.800
1610.970 1610.970
1610.970 1610.970
1599.150 1599.150
1599.150 1599.150
1587.330 1587.330
1587.330 1587.330
1575.500 1575.500
1575.500 1575.500
1563.680 1563.680
1563.680 1563.680
1551.850 1551.850
1551.850 1551.850
1540.030 1540.030
1540.030 1540.030
1528.210 1528.210
1528.210 1528.210
1516.380 1516.380
1516.380 1516.380
1504.560 1504.560
1504.560 1504.560
1492.740 1492.740
1492.740 1492.740
1628.710 1628.710
1628.710 1628.710
1616.890 1616.890
1616.890 1616.890
1605.060 1605.060
1605.060 1605.060
1593.240 1593.240
1593.240 1593.240
1581.410 1581.410
1581.410 1581.410
1569.590 1569.590
1569.590 1569.590
1557.770 1557.770
1557.770 1557.770
1545.940 1545.940
1545.940 1545.940
1534.120 1534.120
1534.120 1534.120
1522.300 1522.300
1522.300 1522.300
1510.470 1510.470
1510.470 1510.470
1498.650 1498.650
1498.650 1498.650
1622.800 1622.800
1622.800 1622.800
1610.970 1610.970
1610.970 1610.970
1599.150 1599.150
1599.150 1599.150
1587.330 1587.330
1587.330 1587.330
1575.500 1575.500
1575.500 1575.500
1563.680 1563.680
1563.680 1563.680
1551.850 1551.850
1551.850 1551.850
1540.030 1540.030
1540.030 1540.030
1528.210 1528.210
1528.210 1528.210
1516.380 1516.380
1516.380 1516.380
1504.560 1504.560
1504.560 1504.560
1492.740 1492.740
1492.740 1492.740
 650.302  650.302
 650.302  650.302
 650.302  650.302
 638.478  638.478
 638.478  638.478
 638.478  638.478
 626.655  626.655
 626.655  626.655
 626.655  626.655
 614.831  614.831
 614.831  614.831
 614.831  614.831
 603.007  603.007
 603.007  603.007
 603.007  603.007
 591.184  591.184
 591.184  591.184
 591.184  591.184
 579.360  579.360
 579.360  579.360
 579.360  579.360
 567.537  567.537
 567.537  567.537
 567.537  567.537
 555.713  555.713
 555.713  555.713
 555.713  555.713
 543.889  543.889
 543.889  543.889
 543.889  543.889
 532.066  532.066
 532.066  532.066
 532.066  532.066
 520.242  520.242
 520.242  520.242
 520.242  520.242
 508.418  508.418
 508.418  508.418
 508.418  508.418
 644.390  644.390
 644.390  644.390
 632.566  632.566
 632.566  632.566
 620.743  620.743
 620.743  620.743
 608.919  608.919
 608.919  608.919
 597.096  597.096
 597.096  597.096
 585.272  585.272
 585.272  585.272
 573.448  573.448
 573.448  573.448
 561.625  561.625
 561.625  561.625
 549.801  549.801
 549.801  549.801
 537.977  537.977
 537.977  537.977
 526.153  526.153
 526.153  526.153
 514.330  514.330
 514.330  514.330
 644.390  644.390
 644.390  644.390
 644.390  644.390
 632.566  632.566
 632.566  632.566
 632.566  632.566
 620.743  620.743
 620.743  620.743
 620.743  620.743
 608.919  608.919
 608.919  608.919
 608.919  608.919
 597.096  597.096
 597.096  597.096
 597.096  597.096
 585.272  585.272
 585.272  585.272
 585.272  585.272
 573.448  573.448
 573.448  573.448
 573.448  573.448
 561.625  561.625
 561.625  561.625
 561.625  561.625
 549.801  549.801
 549.801  549.801
 549.801  549.801
 537.977  537.977
 537.977  537.977
 537.977  537.977
 526.153  526.153
 526.153  526.153
 526.153  526.153
 514.330  514.330
 514.330  514.330
 514.330  514.330
 650.302  650.302
 650.302  650.302
 638.478  638.478
 638.478  638.478
 626.655  626.655
 626.655  626.655
 614.831  614.831
 614.831  614.831
 603.007  603.007
 603.007  603.007
 591.184  591.184
 591.184  591.184
 579.360  579.360
 579.360  579.360
 567.537  567.537
 567.537  567.537
 555.713  555.713
 555.713  555.713
 543.889  543.889
 543.889  543.889
 532.066  532.066
 532.066  532.066
 520.242  520.242
 520.242  520.242
 508.418  508.418
 508.418  508.418
 647.346  647.346
 647.346  647.346
 635.522  635.522
 635.522  635.522
 623.699  623.699
 623.699  623.699
 611.875  611.875
 611.875  611.875
 600.051  600.051
 600.051  600.051
 588.228  588.228
 588.228  588.228
 576.404  576.404
 576.404  576.404
 564.581  564.581
 564.581  564.581
 552.757  552.757
 552.757  552.757
 540.933  540.933
 540.933  540.933
 529.109  529.109
 529.109  529.109
 517.286  517.286
 517.286  517.286
 641.434  641.434
 641.434  641.434
 629.611  629.611
 629.611  629.611
 617.787  617.787
 617.787  617.787
 605.963  605.963
 605.963  605.963
 594.140  594.140
 594.140  594.140
 582.316  582.316
 582.316  582.316
 570.492  570.492
 570.492  570.492
 558.669  558.669
 558.669  558.669
 546.845  546.845
 546.845  546.845
 535.022  535.022
 535.022  535.022
 523.198  523.198
 523.198  523.198
 511.374  511.374
 511.374  511.374
 647.346  647.346
 647.346  647.346
 635.522  635.522
 635.522  635.522
 623.699  623.699
 623.699  623.699
 611.875  611.875
 611.875  611.875
 600.051  600.051
 600.051  600.051
 588.228  588.228
 588.228  588.228
 576.404  576.404
 576.404  576.404
 564.581  564.581
 564.581  564.581
 552.757  552.757
 552.757  552.757
 540.933  540.933
 540.933  540.933
 529.109  529.109
 529.109  529.109
 517.286  517.286
 517.286  517.286
 641.434  641.434
 641.434  641.434
 629.611  629.611
 629.611  629.611
 617.787  617.787
 617.787  617.787
 605.963  605.963
 605.963  605.963
 594.140  594.140
 594.140  594.140
 582.316  582.316
 582.316  582.316
 570.492  570.492
 570.492  570.492
 558.669  558.669
 558.669  558.669
 546.845  546.845
 546.845  546.845
 535.022  535.022
 535.022  535.022
 523.198  523.198
 523.198  523.198
 511.374  511.374
 511.374  511.374
1631.670 1631.670
1631.670 1631.670
1631.670 1631.670
1619.840 1619.840
1619.840 1619.840
1619.840 1619.840
1608.020 1608.020
1608.020 1608.020
1608.020 1608.020
1596.190 1596.190
1596.190 1596.190
1596.190 1596.190
1584.370 1584.370
1584.370 1584.370
1584.370 1584.370
1572.550 1572.550
1572.550 1572.550
1572.550 1572.550
1560.720 1560.720
1560.720 1560.720
1560.720 1560.720
1548.900 1548.900
1548.900 1548.900
1548.900 1548.900
1537.080 1537.080
1537.080 1537.080
1537.080 1537.080
1525.250 1525.250
1525.250 1525.250
1525.250 1525.250
1513.430 1513.430
1513.430 1513.430
1513.430 1513.430
1501.600 1501.600
1501.600 1501.600
1501.600 1501.600
1489.780 1489.780
1489.780 1489.780
1489.780 1489.780
1625.750 1625.750
1625.750 1625.750
1613.930 1613.930
1613.930 1613.930
1602.110 1602.110
1602.110 1602.110
1590.280 1590.280
1590.280 1590.280
1578.460 1578.460
1578.460 1578.460
1566.640 1566.640
1566.640 1566.640
1554.810 1554.810
1554.810 1554.810
1542.990 1542.990
1542.990 1542.990
1531.160 1531.160
1531.160 1531.160
1519.340 1519.340
1519.340 1519.340
1507.520 1507.520
1507.520 1507.520
1495.690 1495.690
1495.690 1495.690
1625.750 1625.750
1625.750 1625.750
1625.750 1625.750
1613.930 1613.930
1613.930 1613.930
1613.930 1613.930
1602.110 1602.110
1602.110 1602.110
1602.110 1602.110
1590.280 1590.280
1590.280 1590.280
1590.280 1590.280
1578.460 1578.460
1578.460 1578.460
1578.460 1578.460
1566.640 1566.640
1566.640 1566.640
1566.640 1566.640
1554.810 1554.810
1554.810 1554.810
1554.810 1554.810
1542.990 1542.990
1542.990 1542.990
1542.990 1542.990
1531.160 1531.160
1531.160 1531.160
1531.160 1531.160
1519.340 1519.340
1519.340 1519.340
1519.340 1519.340
1507.520 1507.520
1507.520 1507.520
1507.520 1507.520
1495.690 1495.690
1495.690 1495.690
1495.690 1495.690
1631.670 1631.670
1631.670 1631.670
1619.840 1619.840
1619.840 1619.840
1608.020 1608.020
1608.020 1608.020
1596.190 1596.190
1596.190 1596.190
1584.370 1584.370
1584.370 1584.370
1572.550 1572.550
1572.550 1572.550
1560.720 1560.720
1560.720 1560.720
1548.900 1548.900
1548.900 1548.900
1537.080 1537.080
1537.080 1537.080
1525.250 1525.250
1525.250 1525.250
1513.430 1513.430
1513.430 1513.430
1501.600 1501.600
1501.600 1501.600
1489.780 1489.780
1489.780 1489.780
1628.710 1628.710
1628.710 1628.710
1616.890 1616.890
1616.890 1616.890
1605.060 1605.060
1605.060 1605.060
1593.240 1593.240
1593.240 1593.240
1581.410 1581.410
1581.410 1581.410
1569.590 1569.590
1569.590 1569.590
1557.770 1557.770
1557.770 1557.770
1545.940 1545.940
1545.940 1545.940
1534.120 1534.120
1534.120 1534.120
1522.300 1522.300
1522.300 1522.300
1510.470 1510.470
1510.470 1510.470
1498.650 1498.650
1498.650 1498.650
1622.800 1622.800
1622.800 1622.800
1610.970 1610.970
1610.970 1610.970
1599.150 1599.150
1599.150 1599.150
1587.330 1587.330
1587.330 1587.330
1575.500 1575.500
1575.500 1575.500
1563.680 1563.680
1563.680 1563.680
1551.850 1551.850
1551.850 1551.850
1540.030 1540.030
1540.030 1540.030
1528.210 1528.210
1528.210 1528.210
1516.380 1516.380
1516.380 1516.380
1504.560 1504.560
1504.560 1504.560
1492.740 1492.740
1492.740 1492.740
1628.710 1628.710
1628.710 1628.710
1616.890 1616.890
1616.890 1616.890
1605.060 1605.060
1605.060 1605.060
1593.240 1593.240
1593.240 1593.240
1581.410 1581.410
1581.410 1581.410
1569.590 1569.590
1569.590 1569.590
1557.770 1557.770
1557.770 1557.770
1545.940 1545.940
1545.940 1545.940
1534.120 1534.120
1534.120 1534.120
1522.300 1522.300
1522.300 1522.300
1510.470 1510.470
1510.470 1510.470
1498.650 1498.650
1498.650 1498.650
1622.800 1622.800
1622.800 1622.800
1610.970 1610.970
1610.970 1610.970
1599.150 1599.150
1599.150 1599.150
1587.330 1587.330
1587.330 1587.330
1575.500 1575.500
1575.500 1575.500
1563.680 1563.680
1563.680 1563.680
1551.850 1551.850
1551.850 1551.850
1540.030 1540.030
1540.030 1540.030
1528.210 1528.210
1528.210 1528.210
1516.380 1516.380
1516.380 1516.380
1504.560 1504.560
1504.560 1504.560
1492.740 1492.740
1492.740 1492.740
 650.302  650.302
 650.302  650.302
 650.302  650.302
 638.478  638.478
 638.478  638.478
 638.478  638.478
 626.655  626.655
 626.655  626.655
 626.655  626.655
 614.831  614.831
 614.831  614.831
 614.831  614.831
 603.007  603.007
 603.007  603.007
 603.007  603.007
 591.184  591.184
 591.184  591.184
 591.184  591.184
 579.360  579.360
 579.360  579.360
 579.360  579.360
 567.537  567.537
 567.537  567.537
 567.537  567.537
 555.713  555.713
 555.713  555.713
 555.713  555.713
 543.889  543.889
 543.889  543.889
 543.889  543.889
 532.066  532.066
 532.066  532.066
 532.066  532.066
 520.242  520.242
 520.242  520.242
 520.242  520.242
 508.418  508.418
 508.418  508.418
 508.418  508.418
 644.390  644.390
 644.390  644.390
 632.566  632.566
 632.566  632.566
 620.743  620.743
 620.743  620.743
 608.919  608.919
 608.919  608.919
 597.096  597.096
 597.096  597.096
 585.272  585.272
 585.272  585.272
 573.448  573.448
 573.448  573.448
 561.625  561.625
 561.625  561.625
 549.801  549.801
 549.801  549.801
 537.977  537.977
 537.977  537.977
 526.153  526.153
 526.153  526.153
 514.330  514.330
 514.330  514.330
 644.390  644.390
 644.390  644.390
 644.390  644.390
 632.566  632.566
 632.566  632.566
 632.566  632.566
 620.743  620.743
 620.743  620.743
 620.743  620.743
 608.919  608.919
 608.919  608.919
 608.919  608.919
 597.096  597.096
 597.096  597.096
 597.096  597.096
 585.272  585.272
 585.272  585.272
 585.272  585.272
 573.448  573.448
 573.448  573.448
 573.448  573.448
 561.625  561.625
 561.625  561.625
 561.625  561.625
 549.801  549.801
 549.801  549.801
 549.801  549.801
 537.977  537.977
 537.977  537.977
 537.977  537.977
 526.153  526.153
 526.153  526.153
 526.153  526.153
 514.330  514.330
 514.330  514.330
 514.330  514.330
 650.302  650.302
 650.302  650.302
 638.478  638.478
 638.478  638.478
 626.655  626.655
 626.655  626.655
 614.831  614.831
 614.831  614.831
 603.007  603.007
 603.007  603.007
 591.184  591.184
 591.184  591.184
 579.360  579.360
 579.360  579.360
 567.537  567.537
 567.537  567.537
 555.713  555.713
 555.713  555.713
 543.889  543.889
 543.889  543.889
 532.066  532.066
 532.066  532.066
 520.242  520.242
 520.242  520.242
 508.418  508.418
 508.418  508.418
 647.346  647.346
 647.346  647.346
 635.522  635.522
 635.522  635.522
 623.699  623.699
 623.699  623.699
 611.875  611.875
 611.875  611.875
 600.051  600.051
 600.051  600.051
 588.228  588.228
 588.228  588.228
 576.404  576.404
 576.404  576.404
 564.581  564.581
 564.581  564.581
 552.757  552.757
 552.757  552.757
 540.933  540.933
 540.933  540.933
 529.109  529.109
 529.109  529.109
 517.286  517.286
 517.286  517.286
 641.434  641.434
 641.434  641.434
 629.611  629.611
 629.611  629.611
 617.787  617.787
 617.787  617.787
 605.963  605.963
 605.963  605.963
 594.140  594.140
 594.140  594.140
 582.316  582.316
 582.316  582.316
 570.492  570.492
 570.492  570.492
 558.669  558.669
 558.669  558.669
 546.845  546.845
 546.845  546.845
 535.022  535.022
 535.022  535.022
 523.198  523.198
 523.198  523.198
 511.374  511.374
 511.374  511.374
 647.346  647.346
 647.346  647.346
 635.522  635.522
 635.522  635.522
 623.699  623.699
 623.699  623.699
 611.875  611.875
 611.875  611.875
 600.051  600.051
 600.051  600.051
 588.228  588.228
 588.228  588.228
 576.404  576.404
 576.404  576.404
 564.581  564.581
 564.581  564.581
 552.757  552.757
 552.757  552.757
 540.933  540.933
 540.933  540.933
 529.109  529.109
 529.109  529.109
 517.286  517.286
 517.286  517.286
 641.434  641.434
 641.434  641.434
 629.611  629.611
 629.611  629.611
 617.787  617.787
 617.787  617.787
 605.963  605.963
 605.963  605.963
 594.140  594.140
 594.140  594.140
 582.316  582.316
 582.316  582.316
 570.492  570.492
 570.492  570.492
 558.669  558.669
 558.669  558.669
 546.845  546.845
 546.845  546.845
 535.022  535.022
 535.022  535.022
 523.198  523.198
 523.198  523.198
 511.374  511.374
 511.374  511.374
1888.830 1888.830
1877.010 1877.010
1853.360 1853.360
1841.540 1841.540
1829.710 1829.710
1782.420 1782.420
1746.950 1746.950
1723.300 1723.300
1711.470 1711.470
1676.000 1676.000
1652.360 1652.360
 907.466  907.466
 895.642  895.642
 871.994  871.994
 860.171  860.171
 848.347  848.347
 801.053  801.053
 765.581  765.581
 741.934  741.934
 730.111  730.111
 694.640  694.640
 670.992  670.992
1871.090 1871.090
1800.150 1800.150
1776.510 1776.510
1752.860 1752.860
 889.730  889.730
 818.788  818.788
 795.141  795.141
 771.494  771.494
1877.010 1877.010
1853.360 1853.360
1841.540 1841.540
1746.950 1746.950
1723.300 1723.300
1699.650 1699.650
 895.642  895.642
 871.994  871.994
 860.171  860.171
 765.581  765.581
 741.934  741.934
 718.287  718.287
1894.740 1894.740
1871.090 1871.090
1859.270 1859.270
1823.800 1823.800
1811.980 1811.980
1800.150 1800.150
1776.510 1776.510
1764.680 1764.680
1752.860 1752.860
 913.377  913.377
 889.730  889.730
 877.906  877.906
 842.435  842.435
 830.612  830.612
 818.788  818.788
 795.141  795.141
 783.317  783.317
 771.494  771.494
1888.830 1888.830
1877.010 1877.010
1853.360 1853.360
1841.540 1841.540
1829.710 1829.710
1782.420 1782.420
1746.950 1746.950
1723.300 1723.300
1711.470 1711.470
1676.000 1676.000
1652.360 1652.360
 907.466  907.466
 895.642  895.642
 871.994  871.994
 860.171  860.171
 848.347  848.347
 801.053  801.053
 765.581  765.581
 741.934  741.934
 730.111  730.111
 694.640  694.640
 670.992  670.992
1871.090 1871.090
1800.150 1800.150
1776.510 1776.510
1752.860 1752.860
 889.730  889.730
 818.788  818.788
 795.141  795.141
 771.494  771.494
1877.010 1877.010
1853.360 1853.360
1841.540 1841.540
1746.950 1746.950
1723.300 1723.300
1699.650 1699.650
 895.642  895.642
 871.994  871.994
 860.171  860.171
 765.581  765.581
 741.934  741.934
 718.287  718.287
1894.740 1894.740
1871.090 1871.090
1859.270 1859.270
1823.800 1823.800
1811.980 1811.980
1800.150 1800.150
1776.510 1776.510
1764.680 1764.680
1752.860 1752.860
 913.377  913.377
 889.730  889.730
 877.906  877.906
 842.435  842.435
 830.612  830.612
 818.788  818.788
 795.141  795.141
 783.317  783.317
 771.494  771.494
1894.740 1894.740
1882.920 1882.920
1859.270 1859.270
1811.980 1811.980
1764.680 1764.680
1670.090 1670.090
 913.377  913.377
 901.554  901.554
 877.906  877.906
 830.612  830.612
 783.317  783.317
 688.728  688.728
1888.830 1888.830
1829.710 1829.710
1735.120 1735.120
1699.650 1699.650
1676.000 1676.000
 907.466  907.466
 848.347  848.347
 753.758  753.758
 718.287  718.287
 694.640  694.640
1882.920 1882.920
1823.800 1823.800
1670.090 1670.090
 901.554  901.554
 842.435  842.435
 688.728  688.728
1782.420 1782.420
1735.120 1735.120
1711.470 1711.470
1652.360 1652.360
 801.053  801.053
 753.758  753.758
 730.111  730.111
 670.992  670.992
1894.740 1894.740
1882.920 1882.920
1859.270 1859.270
1811.980 1811.980
1764.680 1764.680
1670.090 1670.090
 913.377  913.377
 901.554  901.554
 877.906  877.906
 830.612  830.612
 783.317  783.317
 688.728  688.728
1888.830 1888.830
1829.710 1829.710
1735.120 1735.120
1699.650 1699.650
1676.000 1676.000
 907.466  907.466
 848.347  848.347
 753.758  753.758
 718.287  718.287
 694.640  694.640
1882.920 1882.920
1823.800 1823.800
1670.090 1670.090
 901.554  901.554
 842.435  842.435
 688.728  688.728
1782.420 1782.420
1735.120 1735.120
1711.470 1711.470
1652.360 1652.360
 801.053  801.053
 753.758  753.758
 730.111  730.111
 670.992  670.992
1891.790 1891.790
1678.960 1678.960
 910.422  910.422
 697.596  697.596
1732.170 1732.170
 750.802  750.802
1891.790 1891.790
1678.960 1678.960
 910.422  910.422
 697.596  697.596
1838.580 1838.580
 857.215  857.215
1785.370 1785.370
 804.009  804.009
1891.790 1891.790
1678.960 1678.960
 910.422  910.422
 697.596  697.596
1732.170 1732.170
 750.802  750.802
1891.790 1891.790
1678.960 1678.960
 910.422  910.422
 697.596  697.596
1838.580 1838.580
 857.215  857.215
1785.370 1785.370
 804.009  804.009
   0.000    0.000
