                                        COVERAGE
[60, 61, 59, 69, 70, 68, 58, 52, 62, 51, 50, 71]
[61, 60, 62, 70, 69, 71, 52, 59, 51, 68, 79, 50]
[62, 61, 53, 71, 52, 60, 70, 51, 69, 44, 80, 59]
[63, 64, 55, 73, 54, 65, 56, 72, 74, 46, 66, 45]
[64, 65, 55, 63, 73, 56, 66, 74, 57, 54, 58, 67]
[65, 64, 66, 73, 74, 67, 55, 58, 63, 56, 57, 75]
[66, 67, 65, 58, 76, 68, 74, 77, 75, 64, 57, 73]
[67, 66, 77, 76, 68, 65, 75, 74, 58, 69, 57, 78]
[68, 69, 77, 67, 70, 79, 66, 60, 76, 78, 58, 61]
[69, 70, 68, 79, 60, 61, 77, 71, 80, 78, 67, 58]
[70, 69, 79, 71, 68, 80, 61, 60, 77, 78, 62, 67]
[71, 80, 70, 79, 62, 69, 61, 60, 68, 78, 77, 52]
[72, 73, 81, 82, 74, 83, 75, 63, 65, 64, 90, 84]
[73, 74, 65, 64, 72, 63, 66, 75, 55, 67, 83, 82]
[74, 75, 73, 65, 66, 83, 67, 76, 72, 84, 64, 82]
[75, 84, 76, 74, 83, 67, 85, 77, 66, 65, 73, 86]
[76, 77, 75, 67, 84, 66, 78, 68, 74, 85, 87, 86]
[77, 76, 68, 78, 67, 69, 66, 79, 75, 87, 70, 84]
[78, 77, 87, 79, 76, 86, 68, 88, 69, 80, 70, 67]
[79, 70, 69, 80, 78, 68, 71, 77, 61, 60, 87, 76]
[80, 71, 79, 70, 69, 78, 68, 61, 89, 77, 88, 62]
[81, 82, 90, 72, 91, 92, 83, 74, 73, 84, 75, 93]
[82, 81, 83, 92, 90, 72, 91, 84, 93, 75, 74, 85]
[83, 84, 75, 82, 85, 74, 92, 94, 76, 72, 81, 93]
[84, 83, 75, 85, 76, 94, 86, 74, 87, 82, 77, 92]
[85, 94, 86, 84, 87, 83, 75, 95, 96, 76, 93, 92]
[86, 87, 85, 94, 96, 95, 88, 84, 78, 76, 97, 75]
[87, 86, 78, 88, 96, 85, 94, 89, 76, 77, 84, 95]
[88, 89, 98, 87, 97, 96, 86, 78, 95, 85, 94, 79]
[89, 88, 98, 97, 96, 87, 86, 78, 80, 95, 79, 85]
[90, 91, 92, 82, 81, 93, 83, 72, 84, 94, 85, 75]
[91, 90, 92, 82, 93, 81, 83, 94, 84, 85, 72, 75]
[92, 91, 93, 90, 82, 83, 81, 94, 84, 85, 75, 95]
[93, 92, 94, 91, 95, 85, 90, 83, 82, 84, 86, 96]
[94, 85, 86, 95, 84, 93, 96, 87, 83, 92, 75, 76]
[95, 96, 94, 86, 97, 85, 93, 87, 88, 98, 84, 89]
[96, 95, 97, 86, 88, 87, 98, 94, 89, 85, 78, 93]
[97, 98, 96, 88, 89, 95, 86, 87, 94, 85, 78, 93]
